Date,Adj Close
1/4/1999,21.5880553
1/5/1999,21.75241974
1/6/1999,22.26358658
1/7/1999,22.2850272
1/8/1999,22.40830302
1/11/1999,22.21736819
1/12/1999,21.75574348
1/13/1999,21.69984091
1/14/1999,21.34996309
1/15/1999,21.84840092
1/18/1999,21.84858053
1/19/1999,22.06357726
1/20/1999,22.06963022
1/21/1999,21.63267902
1/22/1999,21.52858396
1/25/1999,21.74905193
1/26/1999,22.1256317
1/27/1999,22.05616164
1/28/1999,22.48883657
1/29/1999,22.76500157
2/1/1999,22.6841961
2/2/1999,22.47805218
2/3/1999,22.69854055
2/4/1999,22.2506244
2/5/1999,22.04629418
2/8/1999,22.1797138
2/9/1999,21.6270941
2/10/1999,21.70968667
2/11/1999,22.27786349
2/12/1999,21.82809924
2/15/1999,21.82827869
2/16/1999,22.01880808
2/17/1999,21.73508187
2/18/1999,21.94566146
2/19/1999,22.06126968
2/22/1999,22.58331051
2/23/1999,22.6385784
2/24/1999,22.23901002
2/25/1999,22.1227487
2/26/1999,22.0239016
3/1/1999,21.98722494
3/2/1999,21.84098621
3/3/1999,21.8504816
3/4/1999,22.17914854
3/5/1999,22.67955913
3/8/1999,22.8302203
3/9/1999,22.76377732
3/10/1999,22.83849421
3/11/1999,22.99604636
3/12/1999,22.9099577
3/15/1999,23.17323445
3/16/1999,23.1669439
3/17/1999,23.02920815
3/18/1999,23.34900004
3/19/1999,23.00994063
3/22/1999,22.97002691
3/23/1999,22.39783352
3/24/1999,22.537975
3/25/1999,22.97464442
3/26/1999,22.80044078
3/29/1999,23.28816163
3/30/1999,23.16297476
3/31/1999,22.89275898
4/1/1999,22.9680944
4/2/1999,22.96828322
4/5/1999,23.46169704
4/6/1999,23.38593063
4/7/1999,23.53439664
4/8/1999,23.91115181
4/9/1999,24.0543579
4/12/1999,24.24962548
4/13/1999,24.13780563
4/14/1999,23.63279936
4/15/1999,23.47397639
4/16/1999,23.3676168
4/19/1999,22.73881945
4/20/1999,23.07224194
4/21/1999,23.66800637
4/22/1999,24.02899249
4/23/1999,23.98016574
