,ACWV,AGG,DBC,EMB,EMGF,GLD,HYG,IMTM,IQLT,IVLU,MTUM,QUAL,SCHH,SIZE,SPTL,TIP,USMV,VLUE,SHV,,Sum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216120878
10/26/1999,0.04371448,0,0.051470423,0.029917062,0.052962574,0.075083792,0,0.018070517,0.023430283,0.027438849,0.011744325,0,0,0,0,0.138338274,0,0,0.527829422,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/1999,0.043966418,0,0.050624059,0.030800217,0.053161798,0.07053403,0,0.018393272,0.023755105,0.027640671,0.011567194,0,0,0,0,0.139081501,0,0,0.530475736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/1999,0.044689135,0,0.050056498,0.030982196,0.050286748,0.066294383,0,0.018162894,0.023495837,0.027536604,0.012138444,0,0,0,0,0.140582475,0,0,0.535774787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/1999,0.045741927,0,0.045407464,0.03190895,0.050667642,0.070219534,0,0.018797195,0.024435254,0.027540685,0.013699332,0,0,0,0,0.139732854,0,0,0.531849163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1999,0.047014523,0,0.045533617,0.031938448,0.051163462,0.071640056,0,0.020138009,0.025524987,0.029217176,0.014593665,0,0,0,0,0.138211331,0,0,0.525024726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/1999,0.046757945,0,0.048280406,0.031909695,0.053134652,0.065303042,0,0.020311044,0.025575417,0.029276218,0.014326242,0,0,0,0,0.138610199,0,0,0.526515138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/1999,0.046735496,0,0.047317452,0.032808766,0.055312317,0.064653854,0,0.020124084,0.025426089,0.029645632,0.014055089,0,0,0,0,0.138452323,0,0,0.5254689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/1999,0.046459786,0,0.047144608,0.033248937,0.056931286,0.064608454,0,0.020337921,0.025370087,0.029388499,0.014333528,0,0,0,0,0.138256866,0,0,0.523920028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/1999,0.046595674,0,0.046726768,0.034006893,0.058425924,0.063802814,0,0.021067562,0.025373277,0.030683307,0.014542874,0,0,0,0,0.138495365,0,0,0.520279541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/1999,0.046584051,0,0.046484563,0.034164598,0.061279191,0.062924118,0,0.02114054,0.024936133,0.030030395,0.015168115,0,0,0,0,0.138413089,0,0,0.518875206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/1999,0.046343526,0,0.046802623,0.034873378,0.064028595,0.061587832,0,0.020990313,0.024864014,0.029405555,0.015471757,0,0,0,0,0.138231964,0,0,0.517400442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/1999,0.045579534,0,0.048116756,0.035634516,0.065200595,0.062998923,0,0.021537351,0.025340734,0.029205448,0.014911407,0,0,0,0,0.137474079,0,0,0.514000658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/1999,0.045700545,0,0.04851937,0.03510225,0.066602291,0.066079769,0,0.022237124,0.025511556,0.030143866,0.015269576,0,0,0,0,0.136093145,0,0,0.508740509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1999,0.046062799,0,0.050106682,0.03528389,0.066721022,0.062490433,0,0.021978108,0.02531567,0.029566669,0.015952859,0,0,0,0,0.136619087,0,0,0.509902781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/1999,0.045970762,0,0.05099596,0.03495447,0.067321906,0.062037391,0,0.022808991,0.025858808,0.028675129,0.015740945,0,0,0,0,0.136586755,0,0,0.509048883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/1999,0.046626209,0,0.052120797,0.033926914,0.067556529,0.064113901,0,0.022679665,0.026193238,0.028886897,0.016782833,0,0,0,0,0.135182733,0,0,0.505930286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/1999,0.046894797,0,0.053108636,0.032482865,0.065611292,0.063685654,0,0.023136013,0.027069488,0.029833831,0.016253793,0,0,0,0,0.135243021,0,0,0.50668061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/1999,0.047393716,0,0.049640907,0.032120789,0.066903706,0.063519251,0,0.024146143,0.027392797,0.030736737,0.017141367,0,0,0,0,0.135075519,0,0,0.50592907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/1999,0.04675187,0,0.051732362,0.030807757,0.070342994,0.063258035,0,0.024255333,0.026639302,0.031528109,0.01706849,0,0,0,0,0.13422795,0,0,0.503387796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/1999,0.045603129,0,0.052526369,0.031485952,0.072352888,0.063724325,0,0.023981754,0.026314394,0.032655724,0.016785366,0,0,0,0,0.133603715,0,0,0.500966382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/1999,0.045251604,0,0.051104549,0.032018003,0.070648202,0.065562133,0,0.024349263,0.02688417,0.032554548,0.016323683,0,0,0,0,0.133644876,0,0,0.50165897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/1999,0.04531775,0,0.051760407,0.032401245,0.067239453,0.066072094,0,0.023997514,0.02607553,0.031703943,0.01690965,0,0,0,0,0.13420743,0,0,0.504314984,,0.007378486,0.151953314,0.010066489,0.011964232,0.00895043,0.001782177,0.165136463,0.003842891,0.000245142,0.001368208,0.004846373,0.013233651,0,0,0,0.008686235,0.017857544,0,0.351433076,0,0.007378486,0.151953314,0.010066489,0.011964232,0.00895043,0.001782177,0.165136463,0.003842891,,1.119819195,,0.559909597
11/29/1999,0.052696236,0.151953314,0.061826896,0.044365477,0.058289023,0.067854271,0.165136463,0.020154623,0.025830388,0.030335735,0.012063277,0.013233651,0,0,0,0.125521195,0.017857544,0,0.152881908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1999,0.053632044,0.152137681,0.05758653,0.043556574,0.059157647,0.065029659,0.16661845,0.020380548,0.026424704,0.03035836,0.01185106,0.013159285,0,0,0,0.12701252,0.017949607,0,0.155145331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/1999,0.05221234,0.155123967,0.054642523,0.043225406,0.059982127,0.065076332,0.169206994,0.019059408,0.025375368,0.029410986,0.011137244,0.012532253,0,0,0,0.128459042,0.017467733,0,0.157088278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/1999,0.052756887,0.154279849,0.056448084,0.041095975,0.060907434,0.063304994,0.168952332,0.018849283,0.025586248,0.030337645,0.011629299,0.012939019,0,0,0,0.128052195,0.017745808,0,0.157114948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/1999,0.05325892,0.15304896,0.058625039,0.040693587,0.063052792,0.060546549,0.168261338,0.018471113,0.025843447,0.030903798,0.012204263,0.013379533,0,0,0,0.127342353,0.018030088,0,0.156338221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/1999,0.05485477,0.153273723,0.057365207,0.042121963,0.062673617,0.057474334,0.166989505,0.020143083,0.026807374,0.031940191,0.01284424,0.013963383,0,0,0,0.126095224,0.018804301,0,0.154649084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/1999,0.054873233,0.153022794,0.059684998,0.042536215,0.063464295,0.052411998,0.167106958,0.021652325,0.027977103,0.033478223,0.01293909,0.013349009,0,0,0,0.125427243,0.018130618,0,0.153945897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/1999,0.053979411,0.153672778,0.058258477,0.04298692,0.060232429,0.054307908,0.169694062,0.02233455,0.029289222,0.033585969,0.012785529,0.012855666,0,0,0,0.125120927,0.01741723,0,0.153478922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/1999,0.052271475,0.152743457,0.059883908,0.043029948,0.06047369,0.055363193,0.17029719,0.022194246,0.029881111,0.03334641,0.012708443,0.01265131,0,0,0,0.124717003,0.017125636,0,0.153312979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/1999,0.053040397,0.153413577,0.056882498,0.043345024,0.060652106,0.054054662,0.171063451,0.022365357,0.029656285,0.033587927,0.013226692,0.013153583,0,0,0,0.124784812,0.017326037,0,0.153447591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/1999,0.053014885,0.153630211,0.055189248,0.043075835,0.064924846,0.054688382,0.170734938,0.022245475,0.028846757,0.033570786,0.01360229,0.013311851,0,0,0,0.123607173,0.017381537,0,0.152175785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/1999,0.052526002,0.152364591,0.056368256,0.044209872,0.067627453,0.053658006,0.170224251,0.021698798,0.029131949,0.03323777,0.013874362,0.013308208,0,0,0,0.123083766,0.017054782,0,0.151631936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/1999,0.051812693,0.150672304,0.058314017,0.043769227,0.067284697,0.053916929,0.171617743,0.021738687,0.028784798,0.033023469,0.013093599,0.013013953,0,0,0,0.123272828,0.016784132,0,0.152900922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/1999,0.051365702,0.150700538,0.059783102,0.043851275,0.063908532,0.054742688,0.173279039,0.020901643,0.02756535,0.032486178,0.013720631,0.013873828,0,0,0,0.122864329,0.017126926,0,0.153830239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/1999,0.052058339,0.148781007,0.061499202,0.043162303,0.064385129,0.05472264,0.170439518,0.021723071,0.029114935,0.033911857,0.014105466,0.013973561,0,0,0,0.121744867,0.01701209,0,0.153366013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/1999,0.05222677,0.148241347,0.062325772,0.042250345,0.065362372,0.057154425,0.167760556,0.022221179,0.029943699,0.033901222,0.014256308,0.013848215,0,0,0,0.120672414,0.016945591,0,0.152889786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/1999,0.052855785,0.146881223,0.062579236,0.041429043,0.066883599,0.057143432,0.165651925,0.023075626,0.030972587,0.034301475,0.014562675,0.013769443,0,0,0,0.120097269,0.016970677,0,0.152826006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/1999,0.05348016,0.146411356,0.062467567,0.042031597,0.06746264,0.056028521,0.165708075,0.023395923,0.030205447,0.033895703,0.015194188,0.013995684,0,0,0,0.12005318,0.016886298,0,0.15278366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/1999,0.054280391,0.145108295,0.060964861,0.042079292,0.068750437,0.057608162,0.163838135,0.02495392,0.03056637,0.035003584,0.015196607,0.01411301,0,0,0,0.118900596,0.017004867,0,0.151631473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/1999,0.056052113,0.143350714,0.061365193,0.042075226,0.068096129,0.058006579,0.161762561,0.025782527,0.032016332,0.035647975,0.015660735,0.014843322,0,0,0,0.117585076,0.017756351,0,0.149999168,,0.001406358,0.010856709,0.001868017,0.000420877,0.01206003,0.007045728,0.002503533,0.006611367,0.003462665,0.00450115,0.002601215,0.00061009,0,0,0,0.004988659,0.001575677,0.015963912,0.013128482,0,0.001406358,0.010856709,0.001868017,0.000420877,0.01206003,0.007045728,0.002503533,0.006611367,,0.132377086,,0.066188543
12/30/1999,0.054645754,0.154207422,0.06323321,0.041654349,0.056036099,0.065052307,0.164266093,0.01917116,0.028553667,0.031146825,0.01305952,0.014233232,0,0,0,0.122573735,0.019332028,0.015963912,0.136870686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2000,0.055230845,0.154031712,0.059409957,0.041613804,0.058953194,0.06426814,0.163787631,0.020046006,0.029593691,0.031917052,0.012949066,0.014146676,0,0,0,0.122147215,0.01936906,0.016176114,0.136359836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2000,0.052987689,0.160186862,0.059891786,0.041733601,0.063087435,0.058993764,0.164372853,0.01862673,0.027869999,0.030933584,0.010839687,0.012380966,0,0,0,0.125670043,0.017750193,0.014585532,0.140089275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2000,0.05249169,0.160736811,0.059398503,0.042966387,0.059440954,0.059339621,0.168032961,0.015231308,0.025663461,0.029026303,0.010720516,0.012721768,0,0,0,0.12778475,0.018614387,0.014967267,0.142863313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2000,0.05286373,0.164078764,0.059534256,0.044169261,0.056446396,0.059229176,0.167491536,0.013737966,0.025671838,0.028077444,0.009782739,0.012135784,0,0,0,0.128301298,0.018749194,0.015077772,0.144652847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2000,0.055200461,0.163026631,0.0581435,0.043884923,0.055631685,0.060264947,0.163947666,0.014048695,0.026849605,0.028831167,0.011127599,0.01367015,0,0,0,0.126247655,0.020380495,0.01624687,0.142497952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2000,0.05623139,0.16041942,0.059610346,0.043267572,0.059220604,0.059249823,0.161280921,0.014664336,0.02750561,0.029361612,0.012081027,0.013778411,0,0,0,0.124623895,0.020834475,0.016659936,0.141210623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2000,0.055629291,0.158916194,0.063934698,0.042077544,0.055450024,0.060144235,0.162200343,0.015817659,0.027684027,0.029902407,0.011145064,0.013319484,0,0,0,0.125170977,0.020004563,0.016401974,0.142201515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2000,0.055048075,0.157880143,0.067310698,0.041307356,0.056558335,0.06001917,0.162321281,0.015480704,0.027302931,0.028871634,0.010631655,0.01295754,0,0,0,0.125856904,0.019836297,0.016700915,0.141916362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2000,0.055374635,0.158257627,0.068089407,0.041931136,0.058371988,0.059110159,0.159869509,0.015654443,0.027813087,0.029449411,0.011083169,0.013329968,0,0,0,0.124258927,0.020335332,0.016925059,0.14014614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2000,0.055298203,0.155504627,0.073614598,0.04190795,0.060215997,0.05927495,0.157228588,0.01600207,0.02825604,0.028939633,0.011479572,0.013613831,0,0,0,0.121801961,0.020450648,0.017852229,0.138559103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2000,0.053892181,0.154885392,0.078036757,0.042020545,0.060120033,0.0598685,0.157956005,0.015072733,0.026848132,0.028654346,0.011269134,0.013227652,0,0,0,0.121593478,0.01983139,0.017441347,0.139282376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2000,0.05381373,0.156116455,0.078799194,0.042553828,0.055955143,0.061416492,0.158951969,0.014462044,0.026130674,0.027822199,0.011567581,0.013216074,0,0,0,0.121827964,0.020284346,0.017308585,0.139773723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2000,0.054269125,0.155848177,0.079114063,0.042316646,0.055966846,0.061940607,0.158736667,0.014673589,0.025864175,0.027759167,0.01152531,0.012939354,0,0,0,0.122459574,0.019786951,0.016476972,0.140322777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2000,0.054965065,0.156287078,0.077945592,0.042269512,0.056551265,0.061655636,0.158488892,0.014516361,0.025572887,0.0273684,0.011617241,0.012849204,0,0,0,0.123298458,0.019875724,0.016397799,0.140340885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2000,0.053076696,0.158953132,0.078729611,0.042199862,0.05815829,0.061326117,0.159201529,0.014766993,0.025729566,0.027219232,0.010315327,0.011625393,0,0,0,0.124089261,0.018296217,0.01558764,0.140725131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2000,0.050957026,0.159529362,0.080277847,0.04185961,0.056928279,0.0620788,0.160583998,0.01440349,0.024467405,0.026102456,0.010774316,0.011914467,0,0,0,0.125428687,0.018207723,0.015349851,0.141136685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2000,0.051839604,0.160270128,0.07701186,0.042403134,0.057351673,0.060566013,0.161184867,0.015171538,0.024871028,0.026635642,0.010239317,0.011821549,0,0,0,0.12618456,0.01816069,0.014949145,0.141339252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2000,0.051764512,0.159995517,0.075207024,0.04216764,0.059307889,0.060099938,0.16218449,0.015714248,0.025263822,0.027054353,0.010043317,0.011418413,0,0,0,0.125933774,0.018027511,0.014865134,0.140952415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2000,0.049508386,0.161879288,0.074761786,0.041342373,0.060530021,0.061586493,0.164802682,0.015858446,0.024770482,0.026069619,0.008874885,0.010471741,0,0,0,0.126687978,0.016679368,0.013769453,0.142406999,,0.002754327,0.161879288,0.003453312,0.005232961,0.002416556,0.005584475,0.00848717,0.002099199,0.00160177,0.002171981,0.002714522,0.001827223,0,0,0,0.004109852,0.016679368,0.013769453,0.175986987,0,0.002754327,0.161879288,0.003453312,0.005232961,0.002416556,0.005584475,0.00848717,0.002099199,,0.602675732,,0.301337866
2/1/2000,0.052262713,0,0.071308474,0.046575334,0.058113465,0.056002019,0.173289852,0.017957644,0.023168712,0.028241601,0.011589407,0.012298964,0,0,0,0.13079783,0,0,0.318393986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2000,0.052192845,0,0.074665586,0.045646877,0.059393506,0.055386726,0.172333469,0.01824272,0.022889739,0.02819104,0.012346766,0.01277729,0,0,0,0.129473597,0,0,0.316459839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2000,0.052173496,0,0.070843055,0.045720115,0.061362061,0.056703905,0.171080635,0.019452244,0.023501619,0.028990256,0.012409968,0.012488637,0,0,0,0.131160638,0,0,0.314113371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2000,0.053750149,0,0.070998718,0.046957231,0.065316583,0.055144986,0.168351546,0.021193655,0.024480288,0.030488345,0.013015303,0.012572811,0,0,0,0.130006933,0,0,0.307723452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2000,0.052754032,0,0.074739778,0.047721118,0.068125051,0.059855495,0.165981065,0.022435927,0.023881496,0.030528355,0.012770648,0.012223953,0,0,0,0.126698093,0,0,0.302284989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2000,0.051232664,0,0.071910114,0.047620009,0.070067585,0.072647629,0.163339108,0.021373398,0.022791617,0.029484112,0.012782744,0.012017208,0,0,0,0.125206622,0,0,0.29952719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2000,0.052520116,0,0.069839885,0.048640963,0.071456182,0.059792037,0.164966898,0.022944621,0.025090079,0.029761909,0.013718722,0.012339803,0,0,0,0.12642022,0,0,0.302508566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2000,0.051119969,0,0.073134188,0.047535774,0.070278794,0.067788233,0.163442242,0.023787118,0.025916155,0.029421115,0.012549676,0.011149918,0,0,0,0.124251343,0,0,0.299625475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2000,0.049891402,0,0.07680317,0.04805628,0.070751232,0.067852645,0.162550568,0.023427096,0.025481167,0.028622737,0.012915729,0.011158838,0,0,0,0.123792096,0,0,0.298697041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2000,0.049145026,0,0.076293084,0.047535787,0.072221929,0.06991909,0.161094161,0.023395177,0.025405662,0.028999318,0.011929231,0.010464276,0,0,0,0.124229076,0,0,0.299368183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2000,0.049356766,0,0.079927588,0.047805883,0.071279453,0.067496697,0.159752485,0.022885584,0.025259571,0.028632928,0.012068836,0.010804447,0,0,0,0.124567016,0,0,0.300162745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2000,0.049499523,0,0.079349289,0.04884086,0.071853838,0.064737933,0.161667002,0.02141136,0.02413773,0.027401295,0.012171769,0.011224828,0,0,0,0.125793063,0,0,0.301911511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2000,0.048909044,0,0.080668101,0.048548173,0.073701157,0.063266888,0.162116447,0.021438137,0.025182463,0.027884655,0.011437147,0.010612989,0,0,0,0.125239186,0,0,0.300995614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2000,0.050074337,0,0.076202949,0.047822077,0.077332059,0.064631431,0.161390986,0.022053837,0.025317813,0.028640668,0.011537897,0.010563452,0,0,0,0.124594253,0,0,0.299838239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2000,0.047785797,0,0.075964814,0.048232954,0.078699086,0.064095927,0.162994223,0.022015534,0.02502599,0.027454504,0.01031162,0.009620543,0,0,0,0.12612752,0,0,0.301671487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2000,0.048249026,0,0.077352337,0.048817729,0.073513618,0.062024431,0.16417057,0.022225465,0.025850599,0.028041572,0.010485551,0.009629064,0,0,0,0.127111454,0,0,0.302528586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2000,0.048331889,0,0.077014079,0.049358838,0.071113447,0.061803122,0.163606004,0.023184223,0.027198461,0.028199317,0.011269795,0.009797697,0,0,0,0.126578546,0,0,0.30254458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2000,0.047536755,0,0.078541274,0.049295474,0.069871503,0.059566051,0.164697332,0.023885148,0.026428343,0.028623615,0.011367396,0.009649182,0,0,0,0.127341605,0,0,0.303196322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2000,0.046825638,0,0.078927053,0.050311674,0.065976503,0.056712976,0.165682563,0.025056611,0.026608103,0.029124899,0.011043804,0.009536436,0,0,0,0.12823906,0,0,0.30595468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2000,0.047369557,0,0.078311389,0.050939299,0.062464847,0.056227381,0.166584502,0.024102098,0.025258647,0.02871012,0.01143766,0.00996045,0,0,0,0.129250034,0,0,0.309384016,,0.047369557,0.156600116,0.007478676,0.001577482,0.002976526,0.00571861,0.008556716,0.006980849,0.003726906,0.000864669,0.000520631,0.004628689,0,0,0.053889067,0.003668093,0,0,0.150128776,0,0.047369557,0.156600116,0.007478676,0.001577482,0.002976526,0.00571861,0.008556716,0.006980849,,0.691943895,,0.345971947
3/1/2000,0,0.156600116,0.070832713,0.049361817,0.059488322,0.050508772,0.175141218,0.017121249,0.021531741,0.027845452,0.010917028,0.014589139,0,0,0.053889067,0.132918126,0,0,0.15925524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2000,0,0.154584471,0.075808944,0.04935799,0.064088814,0.049246996,0.171585758,0.018112067,0.022208506,0.028662655,0.010839483,0.014894616,0,0,0.052719655,0.131095953,0,0,0.156794093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2000,0,0.153371705,0.074664929,0.05060194,0.068094895,0.047065346,0.170408626,0.019249902,0.022703866,0.028893254,0.010828916,0.015046355,0,0,0.052651432,0.130869356,0,0,0.155549478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2000,0,0.153801366,0.073775689,0.051315373,0.066342327,0.046073602,0.170684341,0.019475735,0.022959758,0.028940483,0.011737357,0.015887547,0,0,0.053197072,0.13069316,0,0,0.155116188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2000,0,0.152011281,0.076726687,0.051203435,0.069653541,0.045909323,0.170211749,0.019153426,0.023590922,0.029095909,0.011188231,0.01495999,0,0,0.052224735,0.129981814,0,0,0.15408896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2000,0,0.151387102,0.085283772,0.051829323,0.068344752,0.046085057,0.169689812,0.018542288,0.022823013,0.027963075,0.010072677,0.013444934,0,0,0.051836823,0.129776022,0,0,0.15292135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2000,0,0.153615624,0.071333431,0.053899745,0.068859956,0.047609056,0.172510348,0.017758597,0.022176074,0.027657387,0.010610571,0.014289832,0,0,0.052339193,0.13185748,0,0,0.155482706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2000,0,0.15292988,0.07258228,0.054124578,0.067823042,0.046877189,0.17175249,0.017888468,0.022889689,0.028292823,0.011554113,0.015428298,0,0,0.052099633,0.131261634,0,0,0.154495882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2000,0,0.152539214,0.070874618,0.054230166,0.067195308,0.046967698,0.172521124,0.018030358,0.023523587,0.028460086,0.011413349,0.01532242,0,0,0.051686348,0.131727399,0,0,0.155508324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2000,0,0.155146592,0.073377536,0.05403693,0.059730427,0.047838307,0.174148688,0.015890102,0.021912036,0.027066553,0.011061136,0.015290591,0,0,0.052712125,0.134086242,0,0,0.157702735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2000,0,0.156770194,0.073315279,0.054601472,0.055766109,0.047048918,0.173568599,0.01599707,0.021828329,0.027195188,0.010286907,0.014674736,0,0,0.054349754,0.135723305,0,0,0.15887414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2000,0,0.158799582,0.070022235,0.054121984,0.053767339,0.047727102,0.173162515,0.014799075,0.020996587,0.025937901,0.010910135,0.016271025,0,0,0.055670822,0.137303729,0,0,0.16050997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2000,0,0.158081516,0.070209174,0.054220477,0.052260847,0.046245756,0.171270014,0.01498484,0.022014364,0.027746452,0.012651241,0.019093196,0,0,0.055734086,0.136399026,0,0,0.15908901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2000,0,0.158524439,0.069468355,0.054765899,0.053362884,0.044040976,0.171248286,0.015848861,0.022145616,0.027694052,0.013108304,0.019096694,0,0,0.056307722,0.136004572,0,0,0.15838334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2000,0,0.159609566,0.061470859,0.055329525,0.052598887,0.045263083,0.172835985,0.016716341,0.02293975,0.028045043,0.012953751,0.01898525,0,0,0.05687181,0.137133432,0,0,0.159246719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2000,0,0.158949886,0.062484716,0.055769676,0.052550795,0.04463431,0.171509907,0.016450262,0.023184442,0.027759811,0.014203241,0.020168822,0,0,0.056993184,0.136997524,0,0,0.158343423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2000,0,0.158115561,0.060947209,0.056940815,0.055335261,0.045824581,0.169207582,0.015799169,0.023230043,0.027309971,0.014906693,0.020235949,0,0,0.056658265,0.137953216,0,0,0.157535686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2000,0,0.158414387,0.059737845,0.056026829,0.0570217,0.043968184,0.168224781,0.015810911,0.022881704,0.027468293,0.01580571,0.02126657,0,0,0.05738921,0.138898926,0,0,0.157084949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
