,MTUM,VLUE,QUAL,SIZE,USMV,IVLU,IMTM,IQLT,EMGF,ACWV,SPTL,AGG,EMB,TIP,HYG,SCHH,DBC,GLD,,,,,,,,,,,,,,,,,,
8/5/2004,0.022488226,0.026735849,0.034125282,0.029091866,0.038438093,0.019582383,0.016997397,0.02388367,0.05082777,0.056525626,0.060251613,0.150921212,0.065261301,0.103276349,0.175607849,0.036099292,0.048846462,0.041039759,,,,,,,,,,,,,,,,,,
8/6/2004,0.022117509,0.02639541,0.033628847,0.028682378,0.037904088,0.019662614,0.01701992,0.023887298,0.051388527,0.056207025,0.060477657,0.151226103,0.065330094,0.103727657,0.175914842,0.035515659,0.049889525,0.041024847,,,,,,,,,,,,,,,,,,
8/9/2004,0.021687228,0.025918421,0.033043489,0.028272571,0.037459657,0.019587341,0.016939048,0.023772717,0.051228606,0.056025508,0.06126219,0.151811798,0.065860776,0.104566667,0.175917952,0.03530568,0.049567218,0.041773133,,,,,,,,,,,,,,,,,,
8/10/2004,0.023803422,0.028343046,0.03581982,0.029639791,0.038216168,0.021459994,0.018636002,0.023712705,0.053811139,0.056058608,0.062654095,0.144995377,0.060896217,0.099795953,0.176214316,0.037302007,0.046302037,0.042339304,,,,,,,,,,,,,,,,,,
8/11/2004,0.02412948,0.028723263,0.036211115,0.029941948,0.038568573,0.021524627,0.018773465,0.02384587,0.053715897,0.0562308,0.062373218,0.144379862,0.0608688,0.099250651,0.175850439,0.037382048,0.045906623,0.042323319,,,,,,,,,,,,,,,,,,
8/12/2004,0.024152216,0.028658627,0.036222077,0.029953573,0.038753406,0.021357352,0.018847669,0.023614197,0.053438769,0.056198995,0.062486772,0.14458678,0.060850963,0.099719979,0.175972359,0.037367327,0.046064313,0.041754625,,,,,,,,,,,,,,,,,,
8/13/2004,0.024015965,0.028220408,0.035842322,0.029705504,0.038467215,0.021368519,0.018831792,0.023598438,0.053518274,0.056015967,0.062654756,0.145017339,0.061028088,0.100380439,0.176019411,0.036994271,0.046497927,0.041823365,,,,,,,,,,,,,,,,,,
8/16/2004,0.023938587,0.028153882,0.035808175,0.029633249,0.038371834,0.021335848,0.018655176,0.023651625,0.053542453,0.055960792,0.062780282,0.144917678,0.06113448,0.100500219,0.175637819,0.036906677,0.047084427,0.041986798,,,,,,,,,,,,,,,,,,
8/17/2004,0.02415248,0.028519983,0.036154774,0.02997395,0.038648964,0.021364937,0.018483287,0.023677222,0.05338962,0.056119816,0.062360856,0.144406736,0.060890137,0.099764086,0.175265276,0.037364685,0.047059106,0.042404086,,,,,,,,,,,,,,,,,,
8/18/2004,0.024095982,0.028469021,0.036117754,0.029977849,0.038625616,0.021380023,0.018568949,0.023636322,0.05349031,0.056015343,0.062490378,0.144448056,0.060919602,0.099605549,0.174931423,0.037636682,0.047337262,0.04225388,,,,,,,,,,,,,,,,,,
8/19/2004,0.024342397,0.028709662,0.036456392,0.030246825,0.03890833,0.021362214,0.018623121,0.023556789,0.053746535,0.056136695,0.062215611,0.14360852,0.060645174,0.098955304,0.175001893,0.038035409,0.047185321,0.042263808,,,,,,,,,,,,,,,,,,
8/20/2004,0.024182891,0.028543017,0.036203103,0.030005849,0.038605538,0.021481955,0.018833577,0.023737846,0.054165023,0.05612523,0.062110483,0.143677334,0.060295958,0.099274018,0.174851567,0.037269603,0.0480705,0.042566508,,,,,,,,,,,,,,,,,,
8/23/2004,0.024386571,0.028714638,0.036322295,0.030218492,0.038828073,0.02137866,0.01878893,0.02362367,0.054093152,0.056253371,0.061896005,0.142904762,0.060234837,0.098916414,0.174858105,0.038311416,0.047386657,0.042883952,,,,,,,,,,,,,,,,,,
8/24/2004,0.024367622,0.028666868,0.036329691,0.03018157,0.038806574,0.021469037,0.018847699,0.023731088,0.053864897,0.056216774,0.061761445,0.143287415,0.059701239,0.098713892,0.175493619,0.038370467,0.047199923,0.04299018,,,,,,,,,,,,,,,,,,
8/25/2004,0.024395304,0.028667246,0.036372978,0.030260195,0.038892912,0.021401907,0.018844071,0.023602506,0.054117573,0.056114123,0.06175264,0.143263447,0.060009885,0.098506757,0.175720416,0.038914518,0.046646511,0.04251701,,,,,,,,,,,,,,,,,,
8/26/2004,0.024587771,0.02886164,0.036586429,0.030430612,0.039075208,0.021472236,0.018912152,0.023668375,0.054403604,0.056290351,0.06186442,0.143206427,0.059945234,0.098467499,0.175746994,0.038641978,0.045365234,0.042473837,,,,,,,,,,,,,,,,,,
8/27/2004,0.024577004,0.028821003,0.036488432,0.030392798,0.039012948,0.021534941,0.019014908,0.0237278,0.054856984,0.056205527,0.061916626,0.143091467,0.060456857,0.098367054,0.175428008,0.038720948,0.045021776,0.04236492,,,,,,,,,,,,,,,,,,
8/31/2004,0.024664528,0.028869852,0.036518769,0.030393941,0.03903093,0.021570531,0.019116815,0.023749645,0.054635273,0.056289344,0.061873973,0.143032206,0.060664202,0.098306485,0.175321806,0.03870585,0.045037629,0.04221822,,,,,,,,,,,,,,,,,,
9/1/2004,0.024770942,0.028904651,0.036569878,0.030460891,0.039157837,0.021499601,0.019033465,0.023709513,0.054699926,0.056418048,0.06201966,0.142499013,0.06030921,0.098514947,0.175253614,0.038859585,0.045036322,0.042282897,,,,,,,,,,,,,,,,,,
9/2/2004,0.024897239,0.028813896,0.036544536,0.030437672,0.039086903,0.021564329,0.019156677,0.023788677,0.054981612,0.056514859,0.061817686,0.142469158,0.059999737,0.098155783,0.174754233,0.03859443,0.046260099,0.042162474,,,,,,,,,,,,,,,,,,
9/3/2004,0.02516217,0.029106012,0.03695494,0.030708054,0.039425617,0.021618601,0.019154602,0.023791876,0.055245301,0.056742638,0.061393363,0.141762471,0.059996951,0.097590207,0.174624604,0.038765503,0.045996606,0.041960484,,,,,,,,,,,,,,,,,,
9/7/2004,0.025222283,0.029128723,0.036923399,0.03078084,0.039551238,0.021513537,0.018945227,0.023789058,0.055145287,0.056665998,0.060990302,0.142057266,0.060018938,0.097680412,0.175087955,0.039102248,0.045842937,0.041554351,,,,,,,,,,,,,,,,,,
9/8/2004,0.025316513,0.029328363,0.03709361,0.030962539,0.039754565,0.021564432,0.019003449,0.023785229,0.055156112,0.056773179,0.061229931,0.141794748,0.060242808,0.097245614,0.174883034,0.039393105,0.045353808,0.04111896,,,,,,,,,,,,,,,,,,
9/9/2004,0.025200439,0.029160821,0.036869366,0.030718747,0.039505197,0.021573841,0.019000311,0.02382885,0.055253021,0.056614084,0.061641475,0.142066088,0.060535689,0.097607486,0.175164657,0.039294776,0.045079098,0.040886055,,,,,,,,,,,,,,,,,,
9/10/2004,0.02508606,0.029365328,0.037291566,0.031048337,0.038615972,0.019054129,0.018894916,0.024182729,0.053092113,0.057648067,0.062411493,0.147204421,0.05929361,0.108530668,0.167257609,0.035421455,0.045683635,0.039917892,,,,,,,,,,,,,,,,,,
9/13/2004,0.025110638,0.029422807,0.037455282,0.03108728,0.038633353,0.019214004,0.018948858,0.02440889,0.053302228,0.057787955,0.062453434,0.147311561,0.05923095,0.108397403,0.167217162,0.035438386,0.044454797,0.040125011,,,,,,,,,,,,,,,,,,
9/14/2004,0.025187474,0.029426158,0.037482507,0.031092897,0.038566207,0.019281645,0.018975529,0.024468007,0.053449632,0.057708941,0.062529228,0.147154075,0.059102953,0.10844775,0.167223554,0.035059111,0.045006948,0.039837384,,,,,,,,,,,,,,,,,,
9/15/2004,0.025291441,0.029423046,0.03742488,0.031015151,0.038504136,0.019271098,0.019004929,0.024512664,0.053796702,0.057802072,0.062507034,0.147005207,0.059208254,0.108242782,0.166991573,0.034504379,0.045148935,0.040345715,,,,,,,,,,,,,,,,,,
9/16/2004,0.02523711,0.02935733,0.03729336,0.030982804,0.038477471,0.019087099,0.018785738,0.024273706,0.053895309,0.057545411,0.062462585,0.14729471,0.059649851,0.108132487,0.167566961,0.03478754,0.044802682,0.040367847,,,,,,,,,,,,,,,,,,
9/17/2004,0.025189478,0.029368918,0.037212369,0.031044056,0.038442983,0.01907141,0.018711711,0.024269596,0.054275337,0.057452881,0.062829136,0.147090301,0.059859572,0.107969581,0.166837712,0.035276292,0.045013723,0.040084944,,,,,,,,,,,,,,,,,,
9/20/2004,0.025299744,0.029406268,0.037357461,0.03111605,0.038566986,0.01907047,0.018643224,0.024362169,0.054285609,0.057471099,0.062463106,0.146365518,0.060120092,0.107659277,0.166801706,0.035134614,0.045594612,0.040281997,,,,,,,,,,,,,,,,,,
9/21/2004,0.025164212,0.029273728,0.037123178,0.030907399,0.038266255,0.019010196,0.018650857,0.024259256,0.054876857,0.057275482,0.062835574,0.146865832,0.06007633,0.107950218,0.166763232,0.034735648,0.045858828,0.040106916,,,,,,,,,,,,,,,,,,
9/22/2004,0.025288429,0.029366956,0.037254709,0.030995636,0.038297853,0.019121821,0.018688272,0.024418542,0.055047062,0.057500196,0.062829432,0.146353133,0.059553953,0.107532198,0.166325573,0.034735123,0.046298351,0.040392761,,,,,,,,,,,,,,,,,,
9/23/2004,0.025058743,0.0290725,0.036855982,0.030717168,0.03791382,0.019025432,0.018631894,0.024348128,0.054498494,0.05726902,0.063339753,0.147007135,0.059629801,0.108269202,0.166624492,0.034524559,0.04708716,0.040126717,,,,,,,,,,,,,,,,,,
9/24/2004,0.025040404,0.029053857,0.03672042,0.030634429,0.037748868,0.019031209,0.018674787,0.024382953,0.054550406,0.057300666,0.063248765,0.146847675,0.059251124,0.108092745,0.166933904,0.034420755,0.047254314,0.040812719,,,,,,,,,,,,,,,,,,
9/27/2004,0.025156921,0.029185199,0.036828864,0.030795403,0.03791892,0.018927958,0.018520356,0.024335842,0.054402088,0.057336656,0.06327925,0.146930052,0.05896657,0.108007626,0.167038121,0.034516204,0.047393464,0.040460505,,,,,,,,,,,,,,,,,,
9/28/2004,0.025040105,0.029027508,0.036625994,0.030651888,0.037843602,0.018907292,0.018395799,0.024287769,0.054262397,0.057195919,0.06350957,0.146928662,0.058624497,0.108568377,0.167045894,0.034505404,0.047974614,0.040604708,,,,,,,,,,,,,,,,,,
9/29/2004,0.025211433,0.029145177,0.036775616,0.030771826,0.037996195,0.018927282,0.018369917,0.024328813,0.0543227,0.057309915,0.06320311,0.146804284,0.058265482,0.10854661,0.166665849,0.034634622,0.047971392,0.040749776,,,,,,,,,,,,,,,,,,
9/30/2004,0.025360246,0.029185742,0.036937439,0.030869373,0.038078092,0.019019715,0.018453951,0.024383501,0.054464279,0.057444368,0.062764902,0.146032176,0.058550883,0.108140466,0.166734458,0.034697819,0.047991195,0.040891394,,,,,,,,,,,,,,,,,,
10/1/2004,0.025458947,0.029331595,0.036639195,0.03096067,0.037978349,0.019113576,0.018696193,0.024464767,0.054727685,0.057653916,0.06239259,0.145883009,0.058630499,0.107861842,0.166309382,0.034890045,0.047952232,0.041055508,,,,,,,,,,,,,,,,,,
10/4/2004,0.02564523,0.029633639,0.036957627,0.031218431,0.038253001,0.019300056,0.018875859,0.024614829,0.055250763,0.057851709,0.061729351,0.145031291,0.058522764,0.106918954,0.165677331,0.035363786,0.048026597,0.041128782,,,,,,,,,,,,,,,,,,
10/5/2004,0.025619328,0.029648576,0.036974313,0.031213681,0.038209962,0.019341155,0.018991131,0.024582548,0.056402365,0.057790443,0.061718068,0.144744986,0.059113098,0.106419322,0.16560501,0.035392516,0.04774382,0.040489679,,,,,,,,,,,,,,,,,,
10/6/2004,0.025492117,0.029557029,0.036884426,0.031111344,0.038100629,0.01937877,0.018963422,0.024634483,0.056386562,0.057864081,0.061608498,0.144441143,0.059315883,0.106483518,0.165349096,0.035356249,0.048386109,0.040686641,,,,,,,,,,,,,,,,,,
10/7/2004,0.025634638,0.029747022,0.037038924,0.031265004,0.038266473,0.019357269,0.019020082,0.024569818,0.056365316,0.057989352,0.061220055,0.14393202,0.059354932,0.105619194,0.165308398,0.035501535,0.048894096,0.040915872,,,,,,,,,,,,,,,,,,
10/8/2004,0.025436094,0.029558159,0.036722008,0.031037509,0.037997213,0.019383215,0.018954988,0.024589373,0.056538095,0.057780297,0.061182941,0.144233222,0.059414691,0.105994262,0.165729457,0.035086953,0.04939547,0.040966054,,,,,,,,,,,,,,,,,,
10/12/2004,0.025129077,0.029218012,0.036294992,0.030788965,0.037670865,0.019436417,0.019036202,0.024627817,0.056395877,0.05775123,0.061582834,0.144317336,0.059947492,0.106407911,0.165156582,0.035244323,0.049849138,0.041144929,,,,,,,,,,,,,,,,,,
10/13/2004,0.024867012,0.029588303,0.03753281,0.031035042,0.03816796,0.019065597,0.019899054,0.023655249,0.05547767,0.057275492,0.064183997,0.145069221,0.057105766,0.113236001,0.162281969,0.034672311,0.047098764,0.039787781,,,,,,,,,,,,,,,,,,
10/14/2004,0.02475018,0.0293821,0.037315711,0.030840064,0.037935016,0.019046287,0.019872905,0.023628855,0.054980411,0.057051507,0.064414556,0.145505755,0.057135082,0.113650005,0.162812634,0.034567623,0.047594735,0.039516574,,,,,,,,,,,,,,,,,,
10/15/2004,0.024719696,0.029088155,0.036768991,0.030662939,0.037668124,0.018975915,0.019792752,0.023666768,0.054458396,0.057007936,0.064711129,0.146018768,0.057117276,0.113726038,0.162811187,0.034856976,0.048089095,0.03985986,,,,,,,,,,,,,,,,,,
10/18/2004,0.024747861,0.029117512,0.036810771,0.03078088,0.037771392,0.018981311,0.019829875,0.023707275,0.054477372,0.057142359,0.064391903,0.145515372,0.057320908,0.11354322,0.162511435,0.035044633,0.048027391,0.04027853,,,,,,,,,,,,,,,,,,
10/19/2004,0.024868428,0.029166971,0.036852635,0.030875492,0.037931851,0.018955345,0.019766304,0.023683451,0.054654859,0.057209767,0.064479845,0.145438232,0.057376697,0.113560705,0.162450842,0.035285984,0.047275925,0.040166667,,,,,,,,,,,,,,,,,,
10/20/2004,0.024551769,0.028705698,0.03652123,0.030621461,0.037516331,0.019155515,0.019975672,0.023894558,0.054977062,0.057191231,0.06472677,0.145750807,0.057105454,0.113771017,0.16259758,0.035058432,0.047623131,0.040256282,,,,,,,,,,,,,,,,,,
10/21/2004,0.024556106,0.028699962,0.036642557,0.030603288,0.037479314,0.019031156,0.019802403,0.023813156,0.054031365,0.057264564,0.064914207,0.145937035,0.056919467,0.114017998,0.162320698,0.034873954,0.048519573,0.040573198,,,,,,,,,,,,,,,,,,
10/22/2004,0.024626789,0.028686622,0.036663358,0.030691668,0.037425403,0.0190882,0.019755925,0.023874186,0.054081425,0.057323931,0.06485494,0.145320943,0.057145792,0.114158692,0.16212222,0.035254297,0.048528037,0.040397572,,,,,,,,,,,,,,,,,,
10/25/2004,0.024446604,0.02855345,0.036391531,0.030535681,0.037259294,0.019136978,0.019801812,0.023897214,0.054273253,0.057247891,0.064932617,0.145682655,0.057275105,0.114176607,0.162202584,0.034969498,0.048789577,0.040427647,,,,,,,,,,,,,,,,,,
10/26/2004,0.024379872,0.028556076,0.036333766,0.030557036,0.037240645,0.019051029,0.019709656,0.023815468,0.053890379,0.057251057,0.065051287,0.145877636,0.057169535,0.114175057,0.162439915,0.034774898,0.048685775,0.041040913,,,,,,,,,,,,,,,,,,
10/27/2004,0.024562137,0.028947463,0.036721647,0.030878324,0.037667286,0.019023242,0.019731072,0.023808999,0.053988272,0.057411566,0.064718979,0.144909928,0.056900836,0.113683128,0.162113202,0.035151892,0.04905305,0.040728977,,,,,,,,,,,,,,,,,,
10/28/2004,0.024880505,0.02928838,0.037119881,0.03114113,0.038041672,0.019138063,0.019826287,0.024023456,0.054537874,0.057695017,0.064037983,0.144408145,0.056998235,0.112659573,0.162313229,0.035380841,0.04776078,0.040748948,,,,,,,,,,,,,,,,,,
10/29/2004,0.024868537,0.029315233,0.03710106,0.031148301,0.038041181,0.019252287,0.020028804,0.024116951,0.054918002,0.057738535,0.064031045,0.144469303,0.056811319,0.113092519,0.162358517,0.035411179,0.046964754,0.040332473,,,,,,,,,,,,,,,,,,
11/1/2004,0.024849969,0.02935984,0.03704193,0.031173607,0.03802968,0.019140989,0.019923053,0.023998223,0.054851978,0.057674597,0.064217073,0.144416622,0.056774596,0.113023811,0.162597879,0.035166958,0.047420055,0.040339138,,,,,,,,,,,,,,,,,,
11/2/2004,0.024787352,0.029435504,0.037023462,0.031229682,0.038069741,0.019259573,0.019917356,0.024183847,0.055192493,0.057784576,0.063879971,0.144222023,0.056947149,0.112714255,0.162722989,0.035664377,0.046282227,0.040683421,,,,,,,,,,,,,,,,,,
11/3/2004,0.024728786,0.029445396,0.036877425,0.031119569,0.03795183,0.019364733,0.020151027,0.024309272,0.055509063,0.057735346,0.063890967,0.143956815,0.057347964,0.113228856,0.162987009,0.035282681,0.045910916,0.040202345,,,,,,,,,,,,,,,,,,
11/4/2004,0.024963371,0.029649545,0.037089572,0.03130442,0.038231641,0.019397574,0.020166752,0.02443173,0.056019401,0.058118142,0.063569958,0.143343792,0.057101527,0.112590991,0.162447611,0.03538684,0.046308625,0.039878509,,,,,,,,,,,,,,,,,,
11/5/2004,0.025274167,0.03017833,0.037576354,0.031694078,0.038697931,0.019398545,0.020239083,0.024403003,0.055961028,0.058420046,0.063376931,0.142605734,0.057014743,0.111843699,0.162120856,0.035760886,0.045071431,0.040363156,,,,,,,,,,,,,,,,,,
11/8/2004,0.025436573,0.030323749,0.037870102,0.031726906,0.038775406,0.01960852,0.020443546,0.024594917,0.056360328,0.058677201,0.062699666,0.142358782,0.05644999,0.111411675,0.162283207,0.034796351,0.045741856,0.040441225,,,,,,,,,,,,,,,,,,
11/9/2004,0.025432713,0.030393903,0.037868872,0.031752357,0.03885441,0.019647522,0.020435594,0.024651501,0.056149749,0.058778694,0.062651478,0.142042872,0.056121304,0.111428585,0.162576703,0.035071432,0.045561258,0.040581055,,,,,,,,,,,,,,,,,,
11/10/2004,0.0254325,0.030488895,0.037773952,0.031775045,0.038885076,0.019624233,0.020330886,0.024581365,0.056388444,0.058753264,0.06265212,0.142411085,0.056156261,0.111306318,0.162628444,0.035151773,0.04490613,0.04075421,,,,,,,,,,,,,,,,,,
11/12/2004,0.025528653,0.030519109,0.03785207,0.031826228,0.038948588,0.019608947,0.020270526,0.024599122,0.056855373,0.058691478,0.062358079,0.142124227,0.056040276,0.111031484,0.162333676,0.035325245,0.045391666,0.040695253,,,,,,,,,,,,,,,,,,
11/15/2004,0.024071343,0.027239126,0.035250194,0.028587275,0.035714166,0.020527116,0.018944913,0.025159987,0.054802625,0.055784655,0.061408507,0.150481359,0.058530327,0.112595187,0.169980668,0.032234107,0.049289513,0.039398934,,,,,,,,,,,,,,,,,,
11/16/2004,0.023904898,0.027208244,0.035157896,0.02852413,0.035641491,0.020563792,0.019172099,0.025129887,0.055148906,0.055773666,0.061402039,0.150284001,0.058569182,0.112811232,0.169664525,0.032508992,0.04906824,0.03946678,,,,,,,,,,,,,,,,,,
11/17/2004,0.02380577,0.027069551,0.034997455,0.028400388,0.035477184,0.020518285,0.019246607,0.025142025,0.05531991,0.05572656,0.061448815,0.150341879,0.058839132,0.112911176,0.169926429,0.032244497,0.048902354,0.039681983,,,,,,,,,,,,,,,,,,
11/18/2004,0.023946691,0.027213884,0.034991857,0.028322411,0.035345167,0.020654931,0.019326187,0.025262278,0.055677722,0.055681549,0.061583517,0.150033612,0.058967569,0.112790154,0.169432339,0.031379992,0.049526806,0.039863335,,,,,,,,,,,,,,,,,,
11/19/2004,0.024032397,0.027248512,0.035049646,0.028347946,0.035346273,0.020610525,0.019242774,0.025130151,0.055735276,0.055547877,0.061778216,0.150044821,0.05925397,0.112915166,0.169468639,0.031384615,0.049143798,0.039719397,,,,,,,,,,,,,,,,,,
11/22/2004,0.023855112,0.027077942,0.034753701,0.028117652,0.035068774,0.0207529,0.019409188,0.025198824,0.055593591,0.055639256,0.061423699,0.150037081,0.059192512,0.112829842,0.169768029,0.031031555,0.050092938,0.040157408,,,,,,,,,,,,,,,,,,
11/23/2004,0.024055681,0.027266348,0.034872255,0.028306719,0.035240691,0.020551844,0.019133246,0.025052116,0.055320027,0.055581265,0.061650447,0.150013276,0.059083471,0.11313889,0.169558098,0.031168327,0.049766651,0.040240648,,,,,,,,,,,,,,,,,,
11/24/2004,0.024043677,0.027249219,0.034800997,0.028332045,0.035257787,0.020640177,0.019126939,0.025150313,0.055804793,0.055641176,0.061520833,0.149701234,0.059099032,0.112755962,0.169416172,0.03148686,0.049971118,0.040001663,,,,,,,,,,,,,,,,,,
11/26/2004,0.024159979,0.027291054,0.03482342,0.028397677,0.035253399,0.02070747,0.019210766,0.025165388,0.056185651,0.055745397,0.061263219,0.149311297,0.058941215,0.112650731,0.168833268,0.031818405,0.050115831,0.040125833,,,,,,,,,,,,,,,,,,
11/29/2004,0.024279156,0.027424401,0.034865362,0.02845075,0.035312796,0.020692286,0.019183355,0.025167693,0.056731945,0.055817903,0.061021023,0.148945004,0.058796784,0.112256337,0.168924774,0.03169375,0.050078188,0.040358494,,,,,,,,,,,,,,,,,,
11/30/2004,0.024332181,0.027374102,0.034857201,0.028404946,0.035266546,0.02081649,0.019379384,0.025216675,0.057288402,0.056023231,0.060521309,0.148762036,0.058341053,0.111913789,0.16904752,0.03165664,0.050280943,0.040517551,,,,,,,,,,,,,,,,,,
12/1/2004,0.024322873,0.027406472,0.034689256,0.028373596,0.035248468,0.020787748,0.019262958,0.025135712,0.057748021,0.055915835,0.060439204,0.149121005,0.058498516,0.111990207,0.168774544,0.031881177,0.050059305,0.040345104,,,,,,,,,,,,,,,,,,
12/2/2004,0.024408412,0.027777008,0.035165981,0.028704352,0.035679091,0.020827268,0.019276204,0.025358403,0.057732313,0.056236166,0.06027712,0.148419518,0.058513941,0.111693376,0.168600331,0.032484677,0.048307178,0.040538661,,,,,,,,,,,,,,,,,,
12/3/2004,0.024298486,0.027720545,0.035242816,0.028690148,0.035722206,0.021019889,0.019337369,0.025525688,0.057888362,0.056464907,0.060309055,0.149140138,0.058260717,0.111757747,0.168981885,0.032276311,0.047089576,0.040274156,,,,,,,,,,,,,,,,,,
12/6/2004,0.02426426,0.02766091,0.035192354,0.028585068,0.035598458,0.021050296,0.019275224,0.025496782,0.057576812,0.056367604,0.060763161,0.149253684,0.058220828,0.112137388,0.168544839,0.032670266,0.046690298,0.040651768,,,,,,,,,,,,,,,,,,
12/7/2004,0.024218919,0.02765403,0.035084263,0.028522119,0.035516866,0.021011828,0.019275793,0.025438536,0.057562716,0.05627893,0.060911191,0.149212522,0.05842466,0.112252716,0.168658372,0.032809724,0.046952718,0.040214097,,,,,,,,,,,,,,,,,,
12/8/2004,0.023908779,0.027406828,0.034829948,0.028302878,0.035261889,0.02106633,0.019243046,0.025528396,0.057366093,0.056080714,0.061240758,0.149987122,0.058581306,0.112724287,0.169396269,0.032399793,0.046361509,0.040314054,,,,,,,,,,,,,,,,,,
12/9/2004,0.02406106,0.02750485,0.035050551,0.028405136,0.035437281,0.02079455,0.018874093,0.025147443,0.056466829,0.055828812,0.061943678,0.150418686,0.058879127,0.113434319,0.169559221,0.032522211,0.046362211,0.039309941,,,,,,,,,,,,,,,,,,
12/10/2004,0.024269578,0.027685075,0.035261261,0.028600335,0.035722943,0.020593718,0.018760994,0.024998225,0.055948756,0.055964413,0.061721313,0.150284336,0.058582696,0.113219925,0.169743974,0.032803271,0.046716345,0.039122843,,,,,,,,,,,,,,,,,,
12/13/2004,0.024289407,0.027799508,0.035311697,0.028687177,0.03582669,0.020607703,0.018786513,0.025018976,0.055734259,0.056003145,0.061918769,0.15044965,0.05830242,0.113316405,0.170125164,0.033133027,0.04577854,0.038910948,,,,,,,,,,,,,,,,,,
12/14/2004,0.024676792,0.026469508,0.034470813,0.027747894,0.03436142,0.020997981,0.020048165,0.024975674,0.055571713,0.055007303,0.059960405,0.156064586,0.059501755,0.107941946,0.17416213,0.031702353,0.04860905,0.037730512,,,,,,,,,,,,,,,,,,
12/15/2004,0.02467573,0.026550132,0.034533553,0.027810533,0.034390082,0.021002601,0.020087628,0.024936929,0.055964543,0.054984661,0.060013183,0.155881976,0.059710487,0.107924607,0.173875689,0.031549292,0.048767324,0.037341049,,,,,,,,,,,,,,,,,,
12/16/2004,0.024617791,0.026540791,0.034382524,0.027734783,0.034228718,0.021144703,0.020225162,0.025018208,0.056144642,0.054995928,0.060068494,0.155282399,0.059632643,0.107998339,0.173132534,0.031523014,0.049839895,0.037489433,,,,,,,,,,,,,,,,,,
12/17/2004,0.024515999,0.026601975,0.034481681,0.027730367,0.034261113,0.02114037,0.020203851,0.02499625,0.056678229,0.054979904,0.059575943,0.155261553,0.059937256,0.107723831,0.17360946,0.031267554,0.049669458,0.037365206,,,,,,,,,,,,,,,,,,
12/20/2004,0.024463798,0.026411892,0.034302708,0.02766273,0.034092372,0.021070815,0.020231222,0.02482837,0.056634893,0.054897278,0.059400096,0.154758082,0.059789054,0.10773806,0.173496087,0.031579669,0.050872019,0.037770855,,,,,,,,,,,,,,,,,,
12/21/2004,0.024484641,0.026367589,0.034286052,0.027609815,0.034056869,0.021245924,0.020483053,0.02512204,0.056858491,0.055104487,0.059359512,0.154581273,0.059714513,0.107752989,0.173215217,0.031476219,0.05046248,0.037818838,,,,,,,,,,,,,,,,,,
12/22/2004,0.024635318,0.026565141,0.034441759,0.027767743,0.034220647,0.021105586,0.02040897,0.024963958,0.057121794,0.055058211,0.05938483,0.154104108,0.059694637,0.108046442,0.172875138,0.031669566,0.05033609,0.037600062,,,,,,,,,,,,,,,,,,
12/23/2004,0.024618594,0.02660468,0.034587074,0.027851171,0.034351733,0.021265341,0.020438298,0.025067474,0.05710922,0.055260614,0.059172612,0.154423089,0.059790986,0.107573923,0.172873279,0.031860379,0.049724345,0.037427187,,,,,,,,,,,,,,,,,,
12/27/2004,0.024610109,0.026556186,0.034590999,0.027814258,0.034267923,0.021406894,0.02052076,0.025218318,0.057413763,0.055336734,0.059005893,0.154347183,0.059753526,0.107640224,0.17270355,0.031515893,0.049694834,0.037602953,,,,,,,,,,,,,,,,,,
12/28/2004,0.024484133,0.02652943,0.034478171,0.027751084,0.034221606,0.02153144,0.02069538,0.025406171,0.057861096,0.055542308,0.058724908,0.154190679,0.059906152,0.107596634,0.17325492,0.031563044,0.048376118,0.037886725,,,,,,,,,,,,,,,,,,
12/29/2004,0.024705201,0.026736252,0.034724983,0.027939603,0.034417439,0.021504339,0.020676537,0.025360393,0.057985701,0.055649544,0.058666379,0.15389065,0.059724462,0.107247761,0.172840294,0.031633444,0.048559102,0.037737916,,,,,,,,,,,,,,,,,,
12/30/2004,0.02476078,0.026750967,0.034732183,0.027974508,0.034411795,0.021422774,0.020616505,0.025317697,0.058058476,0.055579073,0.058501249,0.153844866,0.059764361,0.106974332,0.172893878,0.03180321,0.049463105,0.037130241,,,,,,,,,,,,,,,,,,
12/31/2004,0.024667123,0.026694381,0.034639954,0.027953117,0.034372731,0.021559874,0.020708115,0.025384807,0.058285166,0.055784608,0.058709212,0.153767993,0.059699481,0.106983887,0.172465354,0.031852339,0.049291968,0.037179889,,,,,,,,,,,,,,,,,,
1/3/2005,0.024603777,0.02663918,0.034566868,0.027894945,0.034261534,0.021553786,0.020732679,0.025372659,0.058576167,0.055769962,0.05901468,0.153820962,0.059672494,0.107057835,0.172369807,0.031751104,0.049222944,0.037118617,,,,,,,,,,,,,,,,,,
1/4/2005,0.024253125,0.026458734,0.034391014,0.027685923,0.034078157,0.021585361,0.020699945,0.025332537,0.05879366,0.055554802,0.059303436,0.154460932,0.060118899,0.107472754,0.173187088,0.031479685,0.048534673,0.036609277,,,,,,,,,,,,,,,,,,
1/5/2005,0.024110735,0.026326371,0.034235515,0.027544145,0.033973536,0.021481029,0.020498681,0.0252514,0.058149889,0.055255436,0.059272089,0.155219395,0.0601906,0.1073599,0.174202079,0.031261516,0.049082385,0.0365853,,,,,,,,,,,,,,,,,,
